Name,OrphaCode,HPOTerm,HPOFrequency,HPOKor
"Hidrotic ectodermal dysplasia, Christianson-Fourie type",1808,Sparse axillary hair,Frequent (79-30%),드문드문한 겨드랑이 털
"Hidrotic ectodermal dysplasia, Christianson-Fourie type",1808,Absent eyebrow,Very frequent (99-80%),눈썹 결손
"Hidrotic ectodermal dysplasia, Christianson-Fourie type",1808,Sparse pubic hair,Frequent (79-30%),치골부 희소 모발
"Hidrotic ectodermal dysplasia, Christianson-Fourie type",1808,Onychogryposis of toenails,Very frequent (99-80%),발톱의 조갑주름증
"Hidrotic ectodermal dysplasia, Christianson-Fourie type",1808,Nail dystrophy,Very frequent (99-80%),손발톱 이영양증
"Hidrotic ectodermal dysplasia, Christianson-Fourie type",1808,Arrhythmia,Occasional (29-5%),부정맥
"Hidrotic ectodermal dysplasia, Halal type",1809,Abnormality of the genital system,Very frequent (99-80%),생식기계의 이상
"Hidrotic ectodermal dysplasia, Halal type",1809,Retrognathia,Very frequent (99-80%),하악 후퇴
"Hidrotic ectodermal dysplasia, Halal type",1809,Hearing impairment,Occasional (29-5%),청각 장애
"Hidrotic ectodermal dysplasia, Halal type",1809,Protruding ear,Very frequent (99-80%),돌출 귀
"Hidrotic ectodermal dysplasia, Halal type",1809,Absent eyelashes,Very frequent (99-80%),속눈썹 결손
"Hidrotic ectodermal dysplasia, Halal type",1809,Irregular menstruation,Frequent (79-30%),불규칙한 생리
"Hidrotic ectodermal dysplasia, Halal type",1809,Abnormal fingernail morphology,Very frequent (99-80%),손톱 형태 이상
"Hidrotic ectodermal dysplasia, Halal type",1809,Intellectual disability,Very frequent (99-80%),지적 장애
"Hidrotic ectodermal dysplasia, Halal type",1809,Nail dysplasia,Very frequent (99-80%),손톱형성부전
"Hidrotic ectodermal dysplasia, Halal type",1809,Sparse scalp hair,Very frequent (99-80%),드문드문한 두피 모발
"Hidrotic ectodermal dysplasia, Halal type",1809,Absent eyebrow,Very frequent (99-80%),눈썹 결손
"Hidrotic ectodermal dysplasia, Halal type",1809,Sparse body hair,Very frequent (99-80%),몸 전체의 털이 희소함
"Hidrotic ectodermal dysplasia, Halal type",1809,Trichodysplasia,Very frequent (99-80%),모발 형성 이상증
"Hidrotic ectodermal dysplasia, Halal type",1809,Supernumerary nipple,Frequent (79-30%),여분의 유두
"Hidrotic ectodermal dysplasia, Halal type",1809,Abnormal dermatoglyphics,Very frequent (99-80%),비정상적인 피부문양
"Hidrotic ectodermal dysplasia, Halal type",1809,Follicular hyperkeratosis,Frequent (79-30%),모낭성 각화증
"Hidrotic ectodermal dysplasia, Halal type",1809,Multiple cafe-au-lait spots,Frequent (79-30%),다수의 카페오레 반점
"Hidrotic ectodermal dysplasia, Halal type",1809,Abnormal toenail morphology,Very frequent (99-80%),발톱의 이상 형태
Odontomicronychial dysplasia,1811,Abnormality of the dentition,Very frequent (99-80%),치열 이상
Odontomicronychial dysplasia,1811,Carious teeth,Very frequent (99-80%),충치
Odontomicronychial dysplasia,1811,Ectodermal dysplasia,Very frequent (99-80%),외배엽 형성 이상증
Odontomicronychial dysplasia,1811,Abnormality of the nail,Very frequent (99-80%),손톱의 이상
Odontomicronychial dysplasia,1811,Short nail,Very frequent (99-80%),짧은 손톱
Odontomicronychial dysplasia,1811,Thin nail,Very frequent (99-80%),얇은 손톱
Odontomicronychial dysplasia,1811,Premature loss of primary teeth,Very frequent (99-80%),유치의 조기 상실
Odontomicronychial dysplasia,1811,Premature eruption of permanent teeth,Very frequent (99-80%),영구치의 조기 발아
Odontomicronychial dysplasia,1811,Slow-growing nails,Very frequent (99-80%),느리게 자라는 손톱
Fibular dimelia-diplopodia syndrome,1757,Absent tibia,Very frequent (99-80%),경골 결손
Fibular dimelia-diplopodia syndrome,1757,Abnormality of the face,Frequent (79-30%),얼굴 이상
Fibular dimelia-diplopodia syndrome,1757,Sacrococcygeal teratoma,Frequent (79-30%),천미골 기형종
Caudal duplication,1756,Cryptorchidism,Occasional (29-5%),잠복고환증
Caudal duplication,1756,Abnormality of the penis,Frequent (79-30%),음경 이상
Caudal duplication,1756,Ureteral duplication,Frequent (79-30%),요관 이중화
Caudal duplication,1756,Abnormality of the genital system,Frequent (79-30%),생식기계의 이상
Caudal duplication,1756,Omphalocele,Occasional (29-5%),제류
Caudal duplication,1756,Spina bifida,Frequent (79-30%),척추이분증
Caudal duplication,1756,Myelomeningocele,Frequent (79-30%),척수수막류
Caudal duplication,1756,Vertebral segmentation defect,Frequent (79-30%),척추 분절 결손
Caudal duplication,1756,Uterus didelphys,Frequent (79-30%),이중자궁
Caudal duplication,1756,Abnormal sacrum morphology,Frequent (79-30%),천골 이상
Caudal duplication,1756,Renal hypoplasia/aplasia,Frequent (79-30%),신장 저형성/무형성
Caudal duplication,1756,Bifid sacrum,Frequent (79-30%),이분된 천골
Caudal duplication,1756,Spinal cord lesion,Frequent (79-30%),척수 병변
Caudal duplication,1756,Urogenital fistula,Occasional (29-5%),비뇨생식 누공
Caudal duplication,1756,Intestinal duplication,Frequent (79-30%),장 이중화
Arterial dissection-lentiginosis syndrome,1682,Melanocytic nevus,Very frequent (99-80%),멜라닌 세포성 모반
Arterial dissection-lentiginosis syndrome,1682,Hemiparesis,Frequent (79-30%),편측부전마비
Arterial dissection-lentiginosis syndrome,1682,Arterial dissection,Very frequent (99-80%),동맥 박리
Arterial dissection-lentiginosis syndrome,1682,Arteriovenous malformation,Very frequent (99-80%),동정맥 기형
Split cord malformation type I,1671,Generalized hirsutism,Frequent (79-30%),전신 다모증
Split cord malformation type I,1671,Scoliosis,Frequent (79-30%),척추측만증
Split cord malformation type I,1671,Diastomatomyelia,Very frequent (99-80%),이분 척수증
Wolcott-Rallison syndrome,1667,Neonatal insulin-dependent diabetes mellitus,Very frequent (99-80%),신생아 인슐린 의존성 당뇨병
Wolcott-Rallison syndrome,1667,Abnormality of the liver,Very frequent (99-80%),간 이상
Wolcott-Rallison syndrome,1667,Growth delay,Very frequent (99-80%),성장 지연
Wolcott-Rallison syndrome,1667,Skeletal dysplasia,Very frequent (99-80%),골형성 장애
Wolcott-Rallison syndrome,1667,Short stature,Very frequent (99-80%),단신증
Wolcott-Rallison syndrome,1667,Decreased total neutrophil count,Frequent (79-30%),총 호중구 수 감소
Wolcott-Rallison syndrome,1667,Multiple epiphyseal dysplasia,Frequent (79-30%),다발성 골단 이형성증
Wolcott-Rallison syndrome,1667,Elevated hepatic transaminase,Frequent (79-30%),간 트랜스아미나제 상승
Wolcott-Rallison syndrome,1667,Hypoalbuminemia,Frequent (79-30%),저알부민혈증
Wolcott-Rallison syndrome,1667,Decreased body weight,Frequent (79-30%),체중 감소
Wolcott-Rallison syndrome,1667,Acute hepatic failure,Frequent (79-30%),급성 간부전
Wolcott-Rallison syndrome,1667,Metaphyseal dysplasia,Frequent (79-30%),골간단 형성 이상
Wolcott-Rallison syndrome,1667,Renal insufficiency,Occasional (29-5%),신부전
Wolcott-Rallison syndrome,1667,Microcephaly,Occasional (29-5%),소두증
Wolcott-Rallison syndrome,1667,Strabismus,Occasional (29-5%),사시
Wolcott-Rallison syndrome,1667,Hypothyroidism,Occasional (29-5%),갑상선 기능 저하증
Wolcott-Rallison syndrome,1667,Jaundice,Occasional (29-5%),황달
Wolcott-Rallison syndrome,1667,Intellectual disability,Occasional (29-5%),지적 장애
Wolcott-Rallison syndrome,1667,Seizure,Occasional (29-5%),발작
Wolcott-Rallison syndrome,1667,Global developmental delay,Occasional (29-5%),전반적 발달 지연
Wolcott-Rallison syndrome,1667,Muscle weakness,Occasional (29-5%),근력 약화
Wolcott-Rallison syndrome,1667,Exocrine pancreatic insufficiency,Occasional (29-5%),외분비 췌장 기능부전
Wolcott-Rallison syndrome,1667,Iron deficiency anemia,Occasional (29-5%),철 결핍성 빈혈
Wolcott-Rallison syndrome,1667,Dehydration,Occasional (29-5%),탈수
Wolcott-Rallison syndrome,1667,Fever,Occasional (29-5%),발열
Wolcott-Rallison syndrome,1667,Hyperammonemia,Occasional (29-5%),고암모니아혈증
Wolcott-Rallison syndrome,1667,Ketoacidosis,Occasional (29-5%),케토산증
Wolcott-Rallison syndrome,1667,Hepatomegaly,Occasional (29-5%),간비대
Wolcott-Rallison syndrome,1667,Difficulty walking,Occasional (29-5%),보행 곤란
Wolcott-Rallison syndrome,1667,Recurrent infections,Occasional (29-5%),재발성 감염
Wolcott-Rallison syndrome,1667,Hyperbilirubinemia,Occasional (29-5%),고빌리루빈혈증
Wolcott-Rallison syndrome,1667,Central hypothyroidism,Occasional (29-5%),중심성 갑상선 기능 저하증
Wolcott-Rallison syndrome,1667,Chronic kidney disease,Occasional (29-5%),만성 신장병
Wolcott-Rallison syndrome,1667,Lymphocytosis,Occasional (29-5%),림프구 증가증
Wolcott-Rallison syndrome,1667,Brain imaging abnormality,Occasional (29-5%),뇌 영상 이상
Wolcott-Rallison syndrome,1667,Ascites,Very rare (<4-1%),복수
Wolcott-Rallison syndrome,1667,Atrial septal defect,Very rare (<4-1%),심방중격결손
Wolcott-Rallison syndrome,1667,Double outlet right ventricle,Very rare (<4-1%),오른심실 이중 출구
Wolcott-Rallison syndrome,1667,Hepatic encephalopathy,Very rare (<4-1%),간성 뇌병증
Wolcott-Rallison syndrome,1667,Hyponatremia,Very rare (<4-1%),저나트륨혈증
Sporadic fetal brain disruption sequence,1665,Microcephaly,Very frequent (99-80%),소두증
Sporadic fetal brain disruption sequence,1665,Prominent occiput,Very frequent (99-80%),돌출된 후두부
Sporadic fetal brain disruption sequence,1665,Abnormality of the adrenal glands,Occasional (29-5%),부신의 이상
Sporadic fetal brain disruption sequence,1665,Spasticity,Very frequent (99-80%),강직
Sporadic fetal brain disruption sequence,1665,Plagiocephaly,Very frequent (99-80%),비대칭 두개증
Sporadic fetal brain disruption sequence,1665,Cerebral cortical atrophy,Very frequent (99-80%),대뇌 피질 위축
Sporadic fetal brain disruption sequence,1665,"Intellectual disability, progressive",Very frequent (99-80%),진행성 지적 장애
Sporadic fetal brain disruption sequence,1665,Aplasia/Hypoplasia of the thymus,Occasional (29-5%),흉선 발육부전/저형성
Sporadic fetal brain disruption sequence,1665,"Intellectual disability, severe",Very frequent (99-80%),중증 지적 장애
Sporadic fetal brain disruption sequence,1665,Severe global developmental delay,Very frequent (99-80%),심각한 전반적 발달 지연
X-linked corneal dermoid,1661,Visual impairment,Very frequent (99-80%),시각 장애
X-linked corneal dermoid,1661,Visual loss,Occasional (29-5%),시각 상실
X-linked corneal dermoid,1661,Abnormal pupil morphology,Frequent (79-30%),동공 형태 이상
X-linked corneal dermoid,1661,Corneal opacity,Very frequent (99-80%),각막 혼탁
"Acrofacial dysostosis, Catania type",1786,Inguinal hernia,Occasional (29-5%),서혜부 탈장
"Acrofacial dysostosis, Catania type",1786,Cryptorchidism,Frequent (79-30%),잠복고환증
"Acrofacial dysostosis, Catania type",1786,Hypospadias,Occasional (29-5%),요도하열
"Acrofacial dysostosis, Catania type",1786,Abnormality of the dentition,Very frequent (99-80%),치열 이상
"Acrofacial dysostosis, Catania type",1786,Abnormal palate morphology,Very frequent (99-80%),구개 형태 이상
"Acrofacial dysostosis, Catania type",1786,Microcephaly,Very frequent (99-80%),소두증
"Acrofacial dysostosis, Catania type",1786,Microretrognathia,Very frequent (99-80%),작은 아래턱
"Acrofacial dysostosis, Catania type",1786,Smooth philtrum,Very frequent (99-80%),평평한 인중
"Acrofacial dysostosis, Catania type",1786,High forehead,Very frequent (99-80%),높은 이마
"Acrofacial dysostosis, Catania type",1786,"Low-set, posteriorly rotated ears",Frequent (79-30%),낮고 뒤로 회전한 귀
"Acrofacial dysostosis, Catania type",1786,Webbed neck,Occasional (29-5%),짧은 목
"Acrofacial dysostosis, Catania type",1786,Downslanted palpebral fissures,Very frequent (99-80%),하안검 내각 기울어짐
"Acrofacial dysostosis, Catania type",1786,Carious teeth,Very frequent (99-80%),충치
"Acrofacial dysostosis, Catania type",1786,Pectus excavatum,Occasional (29-5%),함몰흉
"Acrofacial dysostosis, Catania type",1786,Brachydactyly,Very frequent (99-80%),단지증
"Acrofacial dysostosis, Catania type",1786,"Intellectual disability, mild",Very frequent (99-80%),경도의 지적 장애
"Acrofacial dysostosis, Catania type",1786,Intrauterine growth retardation,Frequent (79-30%),자궁내 성장 지연
"Acrofacial dysostosis, Catania type",1786,Premature birth,Occasional (29-5%),조산
"Acrofacial dysostosis, Catania type",1786,Facial cleft,Occasional (29-5%),안면열
"Acrofacial dysostosis, Catania type",1786,Coarse hair,Occasional (29-5%),거친 머리카락
"Acrofacial dysostosis, Catania type",1786,Delayed skeletal maturation,Frequent (79-30%),골 성숙 지연
"Acrofacial dysostosis, Catania type",1786,Short nose,Very frequent (99-80%),짧은 코
"Acrofacial dysostosis, Catania type",1786,Spina bifida occulta,Occasional (29-5%),잠재성 척추갈림증
"Acrofacial dysostosis, Catania type",1786,Clinodactyly of the 5th finger,Occasional (29-5%),5번째 손가락의 굴곡지증
"Acrofacial dysostosis, Catania type",1786,Short palm,Very frequent (99-80%),짧은 손바닥
"Acrofacial dysostosis, Catania type",1786,Short stature,Very frequent (99-80%),단신증
"Acrofacial dysostosis, Catania type",1786,Preauricular pit,Frequent (79-30%),이전 귀 구멍
"Acrofacial dysostosis, Catania type",1786,Finger syndactyly,Very frequent (99-80%),손가락 합지증
"Acrofacial dysostosis, Catania type",1786,Abnormal dermatoglyphics,Very frequent (99-80%),비정상적인 피부문양
"Acrofacial dysostosis, Catania type",1786,Bilateral single transverse palmar creases,Frequent (79-30%),양측 단일 횡장 손바닥 주름
"Acrofacial dysostosis, Catania type",1786,Feeding difficulties in infancy,Frequent (79-30%),유아기 섭식 곤란
"Acrofacial dysostosis, Catania type",1786,Reduced number of teeth,Occasional (29-5%),치아 수 감소
"Acrofacial dysostosis, Catania type",1786,Hypoplasia of the zygomatic bone,Very frequent (99-80%),관골 저형성
"Acrofacial dysostosis, Catania type",1786,Abnormal hair pattern,Frequent (79-30%),모발 패턴 이상
"Acrofacial dysostosis, Catania type",1786,Small hand,Very frequent (99-80%),작은 손
Acrofrontofacionasal dysostosis,1784,Hypospadias,Occasional (29-5%),요도하열
Acrofrontofacionasal dysostosis,1784,Bifid scrotum,Occasional (29-5%),갈라진 음낭
Acrofrontofacionasal dysostosis,1784,Abnormality of the genitourinary system,Occasional (29-5%),비뇨생식기계 이상
Acrofrontofacionasal dysostosis,1784,Cleft palate,Very frequent (99-80%),구개열
Acrofrontofacionasal dysostosis,1784,High palate,Very frequent (99-80%),높은 구개
Acrofrontofacionasal dysostosis,1784,Everted lower lip vermilion,Frequent (79-30%),뒤집힌 하순 경계
Acrofrontofacionasal dysostosis,1784,Brachycephaly,Very frequent (99-80%),단두증
Acrofrontofacionasal dysostosis,1784,Hypertelorism,Very frequent (99-80%),안와격리증
Acrofrontofacionasal dysostosis,1784,Broad forehead,Very frequent (99-80%),넓은 이마
Acrofrontofacionasal dysostosis,1784,Broad nasal tip,Very frequent (99-80%),넓은 비첨
Acrofrontofacionasal dysostosis,1784,Downslanted palpebral fissures,Very frequent (99-80%),하안검 내각 기울어짐
Acrofrontofacionasal dysostosis,1784,Ptosis,Very frequent (99-80%),안검하수
Acrofrontofacionasal dysostosis,1784,Eyelid coloboma,Very frequent (99-80%),눈꺼풀 결손
Acrofrontofacionasal dysostosis,1784,Hypopigmented skin patches,Very frequent (99-80%),저색소성 피부 반점
Acrofrontofacionasal dysostosis,1784,Brushfield spots,Very frequent (99-80%),브러시필드 반점
Acrofrontofacionasal dysostosis,1784,Brachydactyly,Very frequent (99-80%),단지증
Acrofrontofacionasal dysostosis,1784,Anonychia,Very frequent (99-80%),무손톱증
Acrofrontofacionasal dysostosis,1784,Cerebral cortical atrophy,Very frequent (99-80%),대뇌 피질 위축
Acrofrontofacionasal dysostosis,1784,Micromelia,Very frequent (99-80%),단소지증
Acrofrontofacionasal dysostosis,1784,Dimple on nasal tip,Very frequent (99-80%),코끝의 움푹 패인 부위
Acrofrontofacionasal dysostosis,1784,Short stature,Very frequent (99-80%),단신증
Acrofrontofacionasal dysostosis,1784,Abnormality of epiphysis morphology,Very frequent (99-80%),골단 형태의 이상
Acrofrontofacionasal dysostosis,1784,Short distal phalanx of finger,Very frequent (99-80%),손가락의 짧은 원위지골
Acrofrontofacionasal dysostosis,1784,"Intellectual disability, severe",Very frequent (99-80%),중증 지적 장애
Acrofrontofacionasal dysostosis,1784,Broad thumb,Very frequent (99-80%),넓은 엄지손가락
Acrofrontofacionasal dysostosis,1784,Midface retrusion,Very frequent (99-80%),중안면 후퇴
Acrofrontofacionasal dysostosis,1784,Non-midline cleft of the upper lip,Very frequent (99-80%),윗입술의 비정중선 균열
Acrofrontofacionasal dysostosis,1784,Camptodactyly of finger,Very frequent (99-80%),손가락의 굴곡 구축
Acrofrontofacionasal dysostosis,1784,Aplasia/Hypoplasia of the eyebrow,Very frequent (99-80%),눈썹 무형성/저형성
Dysosteosclerosis,1782,Macrocephaly,Very frequent (99-80%),대두증
Dysosteosclerosis,1782,Hypertelorism,Very frequent (99-80%),안와격리증
Dysosteosclerosis,1782,Hearing impairment,Very frequent (99-80%),청각 장애
Dysosteosclerosis,1782,Nystagmus,Very frequent (99-80%),안진
Dysosteosclerosis,1782,Optic atrophy,Very frequent (99-80%),시신경 위축
Dysosteosclerosis,1782,Abnormality of dental enamel,Very frequent (99-80%),치아 법랑질의 이상
Dysosteosclerosis,1782,Delayed eruption of teeth,Very frequent (99-80%),치아 맹출 지연
Dysosteosclerosis,1782,Platyspondyly,Very frequent (99-80%),편평 척추증
Dysosteosclerosis,1782,Abnormal metaphysis morphology,Very frequent (99-80%),골단이상형태
Dysosteosclerosis,1782,Intellectual disability,Very frequent (99-80%),지적 장애
Dysosteosclerosis,1782,Abnormal cranial nerve morphology,Very frequent (99-80%),두개 신경 형태 이상
Dysosteosclerosis,1782,Ventricular septal defect,Very frequent (99-80%),심실 중격 결손
Dysosteosclerosis,1782,Developmental regression,Very frequent (99-80%),발달 퇴행
Dysosteosclerosis,1782,Cerebral calcification,Very frequent (99-80%),뇌 석회화
Dysosteosclerosis,1782,Recurrent fractures,Very frequent (99-80%),반복적인 골절
Dysosteosclerosis,1782,Irregular vertebral endplates,Very frequent (99-80%),불규칙한 척추 끝판
Dysosteosclerosis,1782,Short stature,Very frequent (99-80%),단신증
Dysosteosclerosis,1782,Craniofacial hyperostosis,Very frequent (99-80%),두개안면골 과다증
Dysosteosclerosis,1782,Aplasia/Hypoplasia of the skin,Frequent (79-30%),피부 발육부전/저형성
Dysosteosclerosis,1782,Hypoplastic vertebral bodies,Very frequent (99-80%),척추체 저형성
Dysosteosclerosis,1782,Increased bone mineral density,Very frequent (99-80%),골밀도 증가
Dysosteosclerosis,1782,Rough bone trabeculation,Very frequent (99-80%),거친 뼈 소주
Thakker-Donnai syndrome,1780,Hydronephrosis,Frequent (79-30%),수신증
Thakker-Donnai syndrome,1780,Rectovaginal fistula,Frequent (79-30%),직장질루
Thakker-Donnai syndrome,1780,Narrow mouth,Very frequent (99-80%),좁은 입
Thakker-Donnai syndrome,1780,Hypertelorism,Very frequent (99-80%),안와격리증
Thakker-Donnai syndrome,1780,Posteriorly rotated ears,Very frequent (99-80%),뒤쪽으로 회전된 귀
Thakker-Donnai syndrome,1780,Macrotia,Frequent (79-30%),대이증
Thakker-Donnai syndrome,1780,Bulbous nose,Very frequent (99-80%),구형 코
Thakker-Donnai syndrome,1780,Anteverted nares,Very frequent (99-80%),앞쪽을 향한 콧구멍
Thakker-Donnai syndrome,1780,Webbed neck,Very frequent (99-80%),짧은 목
Thakker-Donnai syndrome,1780,Short neck,Very frequent (99-80%),짧은 목
Thakker-Donnai syndrome,1780,Upslanted palpebral fissure,Very frequent (99-80%),위로 올라간 눈틈새
Thakker-Donnai syndrome,1780,Long palpebral fissure,Very frequent (99-80%),긴 안검열
Thakker-Donnai syndrome,1780,Congenital diaphragmatic hernia,Frequent (79-30%),선천성 횡격막 탈장
Thakker-Donnai syndrome,1780,Hypotonia,Very frequent (99-80%),근긴장 저하증
Thakker-Donnai syndrome,1780,Agenesis of corpus callosum,Frequent (79-30%),뇌량 무형성증
Thakker-Donnai syndrome,1780,Communicating hydrocephalus,Frequent (79-30%),교통성 수두증
Thakker-Donnai syndrome,1780,Intrauterine growth retardation,Frequent (79-30%),자궁내 성장 지연
Thakker-Donnai syndrome,1780,Ventricular septal defect,Frequent (79-30%),심실 중격 결손
Thakker-Donnai syndrome,1780,Tetralogy of Fallot,Frequent (79-30%),팔로사징
Thakker-Donnai syndrome,1780,Transposition of the great arteries,Frequent (79-30%),대동맥 전위
Thakker-Donnai syndrome,1780,Anal atresia,Frequent (79-30%),항문 폐쇄증
Thakker-Donnai syndrome,1780,Tracheoesophageal fistula,Frequent (79-30%),기관식도 누공
Thakker-Donnai syndrome,1780,Downturned corners of mouth,Very frequent (99-80%),아래로 처진 입꼬리
Thakker-Donnai syndrome,1780,Hemivertebrae,Very frequent (99-80%),반척추증
Thakker-Donnai syndrome,1780,Cervical C2/C3 vertebral fusion,Very frequent (99-80%),C2/C3 경추 융합
Temtamy syndrome,1777,Hypertelorism,Very frequent (99-80%),안와격리증
Temtamy syndrome,1777,Chorioretinal coloboma,Very frequent (99-80%),맥락막 망막 결손
Temtamy syndrome,1777,Iris coloboma,Very frequent (99-80%),홍채 결손
Temtamy syndrome,1777,Brachydactyly,Very frequent (99-80%),단지증
Temtamy syndrome,1777,Intellectual disability,Very frequent (99-80%),지적 장애
Temtamy syndrome,1777,Global developmental delay,Very frequent (99-80%),전반적 발달 지연
Temtamy syndrome,1777,Short toe,Very frequent (99-80%),짧은 발가락
Temtamy syndrome,1777,Aplasia/Hypoplasia of the corpus callosum,Very frequent (99-80%),뇌량 무형성/저형성
Temtamy syndrome,1777,Macrocephaly,Frequent (79-30%),대두증
Temtamy syndrome,1777,Dolichocephaly,Frequent (79-30%),장두증
Temtamy syndrome,1777,Long face,Frequent (79-30%),긴 얼굴
Temtamy syndrome,1777,Coarse facial features,Frequent (79-30%),거친 얼굴 특징
Temtamy syndrome,1777,Micrognathia,Frequent (79-30%),소하악증
Temtamy syndrome,1777,Low-set ears,Frequent (79-30%),낮게 위치한 귀
Temtamy syndrome,1777,Convex nasal ridge,Frequent (79-30%),볼록한 콧등
Temtamy syndrome,1777,Pes planus,Frequent (79-30%),평발
Temtamy syndrome,1777,Genu varum,Frequent (79-30%),내반슬
Temtamy syndrome,1777,Aortic aneurysm,Frequent (79-30%),대동맥 동맥류
Temtamy syndrome,1777,Abnormal palate morphology,Occasional (29-5%),구개 형태 이상
Temtamy syndrome,1777,Thick lower lip vermilion,Occasional (29-5%),두꺼운 하순 경계
Temtamy syndrome,1777,Facial asymmetry,Occasional (29-5%),얼굴 비대칭
Temtamy syndrome,1777,Telecanthus,Occasional (29-5%),안와격리증
Temtamy syndrome,1777,Microphthalmia,Occasional (29-5%),소안구증
Temtamy syndrome,1777,Clinodactyly of the 5th finger,Occasional (29-5%),5번째 손가락의 굴곡지증
Temtamy syndrome,1777,Joint hyperflexibility,Occasional (29-5%),관절 과굴곡성
Dysequilibrium syndrome,1766,Abnormality of the eye,Occasional (29-5%),눈의 이상
Dysequilibrium syndrome,1766,Strabismus,Frequent (79-30%),사시
Dysequilibrium syndrome,1766,Abnormality of vision,Occasional (29-5%),시각의 이상
Dysequilibrium syndrome,1766,Cataract,Occasional (29-5%),백내장
Dysequilibrium syndrome,1766,Intellectual disability,Very frequent (99-80%),지적 장애
Dysequilibrium syndrome,1766,Seizure,Frequent (79-30%),발작
Dysequilibrium syndrome,1766,Ataxia,Very frequent (99-80%),운동실조
Dysequilibrium syndrome,1766,Hypotonia,Very frequent (99-80%),근긴장 저하증
Dysequilibrium syndrome,1766,Gait disturbance,Very frequent (99-80%),보행 장애
Dysequilibrium syndrome,1766,Hyperreflexia,Very frequent (99-80%),과반사
Dysequilibrium syndrome,1766,Skeletal muscle atrophy,Frequent (79-30%),골격근 위축
Dysequilibrium syndrome,1766,Short stature,Frequent (79-30%),단신증
Dysequilibrium syndrome,1766,Cerebral palsy,Frequent (79-30%),뇌성마비
Dysequilibrium syndrome,1766,Abnormality of movement,Frequent (79-30%),운동 이상
Retinal degeneration-nanophthalmos-glaucoma syndrome,1574,Visual impairment,Very frequent (99-80%),시각 장애
Retinal degeneration-nanophthalmos-glaucoma syndrome,1574,Abnormal electroretinogram,Very frequent (99-80%),비정상적인 망막전위도
Retinal degeneration-nanophthalmos-glaucoma syndrome,1574,Myopia,Very frequent (99-80%),근시
Retinal degeneration-nanophthalmos-glaucoma syndrome,1574,Microphthalmia,Very frequent (99-80%),소안구증
Retinal degeneration-nanophthalmos-glaucoma syndrome,1574,Nystagmus,Occasional (29-5%),안진
Retinal degeneration-nanophthalmos-glaucoma syndrome,1574,Optic atrophy,Very frequent (99-80%),시신경 위축
Retinal degeneration-nanophthalmos-glaucoma syndrome,1574,Abnormality of retinal pigmentation,Very frequent (99-80%),망막 색소 이상
Alpers-Huttenlocher syndrome,726,Microcephaly,Frequent (79-30%),소두증
Alpers-Huttenlocher syndrome,726,Abnormality of the eye,Frequent (79-30%),눈의 이상
Alpers-Huttenlocher syndrome,726,Abnormality of vision,Frequent (79-30%),시각의 이상
Alpers-Huttenlocher syndrome,726,Blindness,Occasional (29-5%),실명
Alpers-Huttenlocher syndrome,726,Ataxia,Frequent (79-30%),운동실조
Alpers-Huttenlocher syndrome,726,Hypotonia,Frequent (79-30%),근긴장 저하증
Alpers-Huttenlocher syndrome,726,Spasticity,Frequent (79-30%),강직
Alpers-Huttenlocher syndrome,726,Coma,Frequent (79-30%),혼수
Alpers-Huttenlocher syndrome,726,Global developmental delay,Frequent (79-30%),전반적 발달 지연
Alpers-Huttenlocher syndrome,726,Choreoathetosis,Frequent (79-30%),무도무정위증
Alpers-Huttenlocher syndrome,726,Areflexia,Frequent (79-30%),무반사증
Alpers-Huttenlocher syndrome,726,Myoclonus,Frequent (79-30%),간대성 근경련
Alpers-Huttenlocher syndrome,726,Bilateral tonic-clonic seizure,Frequent (79-30%),양측성 강직성 간대성 발작
Alpers-Huttenlocher syndrome,726,Progressive spasticity,Frequent (79-30%),진행성 강직
Alpers-Huttenlocher syndrome,726,Spastic paraparesis,Frequent (79-30%),강직성 하반신마비
Alpers-Huttenlocher syndrome,726,Developmental regression,Frequent (79-30%),발달 퇴행
Alpers-Huttenlocher syndrome,726,Paraparesis,Frequent (79-30%),하지부전마비
Alpers-Huttenlocher syndrome,726,Focal-onset seizure,Frequent (79-30%),초점 발작
Alpers-Huttenlocher syndrome,726,Abnormality of movement,Frequent (79-30%),운동 이상
Hypotrichosis with juvenile macular degeneration,1573,Macular degeneration,Very frequent (99-80%),황반변성
Hypotrichosis with juvenile macular degeneration,1573,Blindness,Very frequent (99-80%),실명
Hypotrichosis with juvenile macular degeneration,1573,Nystagmus,Occasional (29-5%),안진
Hypotrichosis with juvenile macular degeneration,1573,Hyperkeratosis,Occasional (29-5%),각화증
Hypotrichosis with juvenile macular degeneration,1573,Melanocytic nevus,Occasional (29-5%),멜라닌 세포성 모반
Hypotrichosis with juvenile macular degeneration,1573,Freckling,Occasional (29-5%),주근깨
Hypotrichosis with juvenile macular degeneration,1573,Sparse scalp hair,Very frequent (99-80%),드문드문한 두피 모발
Hypotrichosis with juvenile macular degeneration,1573,Fine hair,Frequent (79-30%),가는 머리카락
Hypotrichosis with juvenile macular degeneration,1573,Brittle hair,Frequent (79-30%),깨지기 쉬운 모발
Hypotrichosis with juvenile macular degeneration,1573,Skeletal dysplasia,Occasional (29-5%),골형성 장애
Hypotrichosis with juvenile macular degeneration,1573,Abnormality of limb bone morphology,Occasional (29-5%),사지 뼈 형태 이상
